Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Script	Cardtext
Alexander | Alexander J-Ruler	VIN001	VIN001-016-r,VIN001-016-j	VIN001-016	Ruler	King			0 | 1000	0 | 700	Fire	R		[J-Activate] {r}{2} {2}: This card deals 200 damage to target resonator. | [Swiftness] (This card can attack and play its Rest abilities the same turn it enters a field.) When this card enters your field, it deals 800 damage to up to one target resonator. Whenever this card attacks, target fire resonator you control gains [First Strike] and [Swiftness] until end of turn.
Banzai Attack	VIN001	VIN001-017	VIN001-017	Spell:Chant		{r}{r}{2}	4			Fire	C		Resonators you control gain [+700/+0] and [Pierce] until end of turn. At the end of turn, destroy all resonators and J-ruler you control.
Calamity Jane	VIN001	VIN001-018	VIN001-018	Resonator	Musketeer	{r}{2}	3	500	500	Fire	C		[Rest] This card deals 200 damage to target player or resonator.
Crime and Punishment	VIN001	VIN001-019	VIN001-019	Spell:Chant-Instant		{r}	1			Fire	C		This card deals X damage to target J/resonator, where X is the damage it dealt this turn.
King Ashoka	VIN001	VIN001-020	VIN001-020	Resonator	King	{r}{1}	2	400	400	Fire	C		[Swiftness] (This card can attack and play its Rest abilities the same turn it enters a field.)
Kleitos	VIN001	VIN001-021	VIN001-021	Resonator	Warlord	{r}{3}	4	800	800	Fire	C		When this card enters your field, it deals 400 damage to target resonator.
Kusanagi Sword	VIN001	VIN001-022	VIN001-022	Addition:Resonator		{r}{r}	2			Fire	C		[Enter] This card deals 600 damage to target resonator. If added resonator would deal damage, it deals that much +200 instead. If added resonator would deal damage, it deals that much +200 instead.
Lu Bu	VIN001	VIN001-023	VIN001-023	Resonator	Warlord	{r}{r}{4}	6	1000	1000	Fire	SR		[Swiftness] (This card can attack and play its Rest abilities the same turn in enters a field.) [Target Attack] (This card can attack recovered J/resonators.) As long as you don't control other resonators, this card gains [+500/+500].
Musashi Miyamoto	VIN001	VIN001-024	VIN001-024	Resonator	Swordsman	{r}{r}{2}	4	1000	600	Fire	C		[First Strike] (While attacking, this card deals battle damage first to the blocker or attacked object.)
Pachacuti	VIN001	VIN001-025	VIN001-025	Resonator	Emperor	{r}	1	400	200	Fire	C		
Rapid Decay	VIN001	VIN001-026	VIN001-026	Spell:Chant		{r}	1			Fire	C		Destroy target resonator with total cost 2 or less.
Saladin	VIN001	VIN001-027	VIN001-027	Resonator	General	{r}{1}	2	300	400	Fire	C		Whenever this card attacks, it gains [+300/+0] until end of turn.
Sun Tzu	VIN001	VIN001-028	VIN001-028	Resonator	Strategist	{r}	1	200	200	Fire	C		[Rest] Target resonator gains [Swiftness] until end of turn.
Thunder	VIN001	VIN001-029	VIN001-029	Spell:Chant-Instant		{r}	1			Fire	C		This card deals 500 damage to target player or J/resonator.
William Wallace	VIN001	VIN001-030	VIN001-030	Resonator	Knight	{r}{2}	3	700	500	Fire	C		This card cannot be blocked by resonators with ATK 600 or less.
Aqua Magic -Tempest-	VIN001	VIN001-031	VIN001-031	Spell:Chant		{u}{u}{2}	4			Water	C		Return all resonators to their owners' hands.
Captain Cook	VIN001	VIN001-032	VIN001-032	Resonator	Captain	{u}{u}{2}	4	800	800	Water	C		Whenever this card deals damage to your opponent, draw a card.
Columbus	VIN001	VIN001-033	VIN001-033	Resonator	Explorer	{u}	1	200	400	Water	C		[Rest] Look at the top card of your main deck. You may put it on the bottom of your main deck.
Hanzo Hattori	VIN001	VIN001-034	VIN001-034	Resonator	Ninja	{u}{1}	2	300	300	Water	SR		[Flying] (This card cannot be blocked by J/resonators without [Flying].) When this card enters your field, draw a card.
Julius Caesar | Julius Caesar J-Ruler	VIN001	VIN001-035-r,VIN001-035-j	VIN001-035	Ruler	General			0 | 800	0 | 1000	Water	R		[J-Activate] {u}{2} {2}: Target resonator gains [Flying] until end of turn. | [Flying] (This card cannot be blocked by J/resonators without [Flying].) When this card enters your field, draw two cards. Discard a card: Target water resonator gains [Flying] until end of turn.
Marco Polo	VIN001	VIN001-036	VIN001-036	Resonator	Explorer	{u}{1}	2	500	500	Water	C		
Napoleon	VIN001	VIN001-037	VIN001-037	Resonator	Emperor	{u}{3}	4	600	600	Water	C		Resonators you control with [Flying] gain [+200/+200].
Paracelsus	VIN001	VIN001-038	VIN001-038	Resonator	Alchemist	{u}{2}	3	400	600	Water	C		When this card enters your field, draw a card.
Dreams of Wonderland	VIN001	VIN001-039	VIN001-039	Spell:Chant-Instant		{u}	1			Water	C		Reveal the top of your main deck. If its total cost is odd, return target resonator to its owner's hand. Otherwise, draw a card.
Glimpse of Kaguya	VIN001	VIN001-040	VIN001-040	Spell:Chant-Instant		{u}{1}	2			Water	C		Cancel target activate ability. Draw a card.
Soji Okita	VIN001	VIN001-041	VIN001-041	Resonator	Swordsman	{u}{1}	2	0	0	Water	SR		This card gains [+100/+100] for each card in your hand. {u}: This card gains [Flying] until end of turn.
Tai Gong Wang	VIN001	VIN001-042	VIN001-042	Resonator	Strategist	{u}{2}	3	600	600	Water	SR		[Flying] (This card cannot be blocked by J/resonators without [Flying].)
Vainamoinen	VIN001	VIN001-043	VIN001-043	Resonator	Sage	{u}	1	200	200	Water	SR		[Flying] (This card cannot be blocked by J/resonators without [Flying].)
Whirlpool of Knowledge	VIN001	VIN001-044	VIN001-044	Spell:Chant		{u}{2}	3			Water	C		Draw cards equal to the number of different attributes among resonators you control. (Cards without attributes don't count.)
Witch's Dagger	VIN001	VIN001-045	VIN001-045	Addition:Resonator		{u}	1			Water	C		Added resonator gains "{u}{u}{2} [Rest] destroy target rested resonator." and "[Rest] banish this resonator: Draw three cards."
Archimedes	VIN001	VIN001-046	VIN001-046	Resonator	Philosopher	{g}{2}	3	600	600	Wind	SR		Whenever a magic stone is put into your magic stone area, this card gains [+200/+200] until end of turn.
Art of Sinbad	VIN001	VIN001-047	VIN001-047	Spell:Chant-Instant		{g}	1			Wind	C		Prevent the next damage that would be dealt by target resonator.
Attila	VIN001	VIN001-048	VIN001-048	Resonator	King	{g}{1}	2	500	500	Wind	SR		When this card enters your field, target resonator gains [+200/+200] until end of turn.
D'Artagnan	VIN001	VIN001-049	VIN001-049	Resonator	Count	{g}{1}	2	500	500	Wind	SR		[First Strike] (While attacking, this card deals battle damage first to the blocker or attacked object.)
Darwin	VIN001	VIN001-050	VIN001-050	Resonator	Scientist	{g}{4}	5	800	800	Wind	SR		Wind resonators you control gain [+400/+400] as long as you control six or more magic stones.
Evolution of Limits	VIN001	VIN001-051	VIN001-051	Spell:Chant-Instant		{g}	1			Wind	C		Target resonator gain [+600/+600] until end of turn.
Genghis Khan	VIN001	VIN001-052	VIN001-052	Resonator	King	{g}{1}	2	500	500	Wind	SR		When this card enters your field, recover target magic stone you control.
Geronimo	VIN001	VIN001-053	VIN001-053	Resonator	Shaman	{g}	1	200	200	Wind	SR		This card cannot be targeted by spells or abilities your opponent controls.
Law of Silence	VIN001	VIN001-054	VIN001-054	Spell:Chant-Instant		{g}{g}	2			Wind	C		Target player cannot plat normal spells or summon spells until end of turn.
Minamoto no Yoshitsune | Minamoto no Yoshitsune J-Ruler	VIN001	VIN001-055-r,VIN001-055-j	VIN001-055	Ruler	Warlord			0 | 1000	0 | 1000	Wind	R		[J-Activate] {g}{2} {2}: Target resonator gains [+200/+0] until end of turn. | When this cards enter your field, recover up to two target resonators. {g}{g}: This card gains [+200/+200] until end of turn.
Pyotr I	VIN001	VIN001-056	VIN001-056	Resonator	Emperor	{g}{g}{2}	4	700	700	Wind	SR		When this card enters your field, return target resonator to its owner's hand.
Silver Shoes	VIN001	VIN001-057	VIN001-057	Addition:Resonator		{g}	1			Wind	C		Added resonator gains [+300/+300].
Timur	VIN001	VIN001-058	VIN001-058	Resonator	King	{g}{3}	4	800	1000	Wind	SR		
William Tell	VIN001	VIN001-059	VIN001-059	Resonator	Hero	{g}	1	200	400	Wind	SR		[Target Attack] (This card can attack recovered J/resonators.)
Wind of Gods	VIN001	VIN001-060	VIN001-060	Spell:Chant		{g}	1			Wind	C		Put target fire or darkness resonator on top of its owner's main deck.
Binding Chain	VIN001	VIN001-061	VIN001-061	Spell:Chant		{d}{2}	3			Dark	C		Rest target resonator. It gains [-400/-400] until end of turn.
Dante	VIN001	VIN001-062	VIN001-062	Resonator	Poet	{d}{3}	4	1000	800	Dark	SR		
Demon's Curse	VIN001	VIN001-063	VIN001-063	Addition:Resonator		{d}{1}	2			Dark	C		Added resonator gains [-200/-200]. When added resonator is put into a graveyard from a field, this card deals 500 damage to that resonator's controller.
Edward, the Black Prince	VIN001	VIN001-064	VIN001-064	Resonator	Prince	{d}{d}	2	700	700	Dark	SR		When this card enters your field, you lose 500 life.
Faust	VIN001	VIN001-065	VIN001-065	Resonator	Alchemist	{d}{1}	2	200	200	Dark	SR		{d}{d}: This card gains [+600/+600] until end of turn. Play this ability only once per turn.
Michizane Sugawara	VIN001	VIN001-066	VIN001-066	Resonator	Yin-Yang Master	{d}	1	200	200	Dark	SR		Whenever this card deals damage, you gain that much life.
Mozart	VIN001	VIN001-067	VIN001-067	Resonator	Composer	{d}{1}	2	200	200	Dark	SR		When this card is put into a graveyard from your field, your opponent banishes a resonator
Nobunaga Oda	VIN001	VIN001-068	VIN001-068	Resonator	Archenemy	{d}{d}{4}	6	1000	1000	Dark	SR		When this card enters your field, destroy target resonator with total cost 2 or less. Non-darkness resonators gain [-200/-200].
Nostradamus	VIN001	VIN001-069	VIN001-069	Resonator	Prophet	{d}{2}	3	400	400	Dark	SR		When this card enters your field, search your main deck for a card. Then shuffle the rest of your main deck and put that card on top of it.
Rasputin	VIN001	VIN001-070	VIN001-070	Resonator	Wizard	{d}	1	100	100	Dark	C		When this card is put into a graveyard from your field, you may pay 200 life. If you do, put it into its owner's hand.
Ritual of Millennia	VIN001	VIN001-071	VIN001-071	Spell:Chant		{d}{d}	2			Dark	C		Choose target resonator from a graveyard that was put into that zone from a field this turn and put it into its owner's field.
Solomon	VIN001	VIN001-072	VIN001-072	Resonator	King	{d}{d}{2}	4	800	800	Dark	SR		As long as your life is 2000 or less, this card gains [+200/+200].
Stoning to Death	VIN001	VIN001-073	VIN001-073	Spell:Chant-Instant		{d}{d}	2			Dark	C		Destroy target resonator.
Tunnel Vision	VIN001	VIN001-074	VIN001-074	Spell:Chant-Instant		{d}{1}	2			Dark	C		Resonators your opponent controls cannot attack resonators you control until end of turn.
Vlad Tepes | Vlad Tepes J-Ruler	VIN001	VIN001-075-r,VIN001-075-j	VIN001-075	Ruler	Vampire			0 | 800	0 | 1000	Dark	R		[J-Activate] {d}{2}. {2}: This card deals 200 damage to target opponent. You gain 200 life. | When this card enters your field, destroy target resonator with total cost 3 or less. You gain life equal to its DEF. {d}{2}, banish a darkness resonator: This card gains Imperishable until end of turn.
Leonardo da Vinci	VIN001	VIN001-076	VIN001-076	Resonator	Artist	{3}	3	600	600	Void	SR		{1} : Choose an attribute. This card becomes the chosen attribute until end of turn.
Ryoma Sakamoto	VIN001	VIN001-077	VIN001-077	Resonator	Musketeer	{2}	2	400	400	Void	SR		{1}: Produce one will of any attribute.
Shakespeare	VIN001	VIN001-078	VIN001-078	Resonator	Poet	{3}	3	400	400	Void	SR		When this card enters your field, look at the top card of your magic stone deck. If you don't control a magic stone with the same name as that card, you may put it into your magic stone area.
Socrates	VIN001	VIN001-079	VIN001-079	Resonator	Philosopher	{3}	3	400	400	Void	SR		This card gains [+200/+200] for each different attribute among cards you control.
