Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Script	Cardtext
Surtr, the Incinerating Giant	3	3-026	3-026	Resonator	Giant	{r}{r}{r}{4}	7	1800	1200	Fire	SR		[Break] Put this card into your hand.|When this card is a summon spell players cannot chase cards with total cost 4 or less.|[Continuous] This card cannot be targeted by spells with total cost 4 or less or abilities on a card with total cost 4 or less.|[Continuous] At the end of your recovery phase, pay {r}{r}{2} or put this card to the bottom of your main deck.|[Continuous] Whenever you attack with this card, it deals 800 damage to target resonator, if it deals more damage than DEF of the resonator, this card deals number of damage more than the DEF to the controller of that resonator.
Bogallo, the Lava Giant	3	3-027	3-027	Resonator	Giant	{r}{r}{2}	4	1300	700	Fire	U		
Tyr, the Brave War God	3	3-028	3-028	Resonator	Deity	{r}{r}{2}	4	1000	400	Fire	R		While this card is a summon spell, players cannot chase.|[Pierce]|[Enter] Your resonators gain [Pierce] until end of turn. Players cannot chase this [Enter].
Rio, the Sword Dancer of Crimson Fire	3	3-029	3-029	Resonator	Samurai	{r}{r}{1}	3	800	300	Fire	C		[Continuous] At the end of the turn, put this card into its owner's hand.|[Enter] This card can attack during the turn that it was summoned.
Cannoner of Asakna	3	3-030	3-030	Resonator	Samurai	{r}{2}	3	600	400	Fire	U		[Break] Target resonator gains [Target Attack] until end of turn.|[First Strike]
Attendant of Asakna	3	3-031	3-031	Resonator	Samurai	{r}{1}	2	300	400	Fire	C		[Activate] [Rest]: Target resonator can attack during the turn that it was put into a field.
Guerrilla Soldier of Asakna	3	3-032	3-032	Resonator	Samurai	{r}	1	300	200	Fire	C		[Break] Put this card into your field.
Manticore	3	3-033	3-033	Resonator	Magical Beast	{r}{4}	5	700	500	Fire	R		[Break] This card deals 400 damage to target resonator or player.|[Flying]|[Enter] This card can attack during the turn that it was summoned.|[Enter] This card deals 500 damage to target resonator.
Mad Dog of Dichroite	3	3-034	3-034	Resonator	Beast	{r}{3}	4	800	600	Fire	C		[Enter] This card can attack during the turn that it was summoned.
Tinder Kobold Garou	3	3-035	3-035	Resonator	Lycanthrope	{r}{1}	2	500	400	Fire	C		[Break] Put this card into your field.
Smaug	3	3-036	3-036	Resonator	Dragon	{r}{4}	5	1200	500	Fire	R		[Break] Target resonator gains [+400 / +0] until end of turn.|[Enter] You may put up to three [Addition: Resonator] cards from your hand and / or your graveyard on this card.|[Activate] Pay {r}{1}: Banish an [Addition: Resonator] on this card. If you do, this card deals 300 damage to target resonator or player.
Barbed Volcano Scorpion	3	3-037	3-037	Resonator	Insect	{r}{r}	2	400	300	Fire	U		[Continuous] When this card is destroyed, it deals 200 damage to target resonator or player.
Dwarven Craftsman	3	3-038	3-038	Resonator	Dwarf	{r}{2}	3	300	200	Fire	U		[Break] Search for an Addition from your main deck, reveal it and put it into your hand. Then shuffle your main deck.|[Enter] Search for an Addition from your main deck, reveal it and put it into your hand. Then shuffle your main deck.
Gauguin's Studio	3	3-039	3-039	Addition: Field		{r}{r}{1}	3			Fire	R		[Continuous] Free cost for [Addition: Resonator] cards you play cost {1} less to play.|[Activate] Banish a recovered magic stone in your magic stone area: Search for an [Addition: Resonator] from your main deck, reveal it and put it into your hand. Then shuffle your main deck. This ability can only be activated during your recovery phase.
Dwarven Magical Mine	3	3-040	3-040	Addition: Field		{r}{2}	3			Fire	U		[Activate] Pay {r}, reveal an addition from your hand: The attribute cost for the next [Addition: Resonator] you play costs one less to play. Attribute costs cannot be less than one. This ability can only be activated once during each turn.
Kosetsu, Katana of Chikuzen	3	3-041	3-041	Addition: Resonator		{r}{1}	2			Fire	C		[Continuous] Resonator with this gains [+200 / +0].|[Continuous] [Race: Swordsman] or [Race: Samurai] resonator with this gains [+200 / +0].
Mithril Armor	3	3-042	3-042	Addition: Resonator		{r}{1}	2			Fire	C		[Break] Put this card into your hand.|[Continuous] Resonator with this gains [+0 / +300].|[Continuous] Resonator with this gains [+0 / +200] for each other card with Mithril" in its name in  any field."
Inferno of Muspell	3	3-043	3-043	Spell	Chant	{r}{r}{3}	5			Fire	R		This card deals 800 damage to each resonator
Spiral Flare	3	3-044	3-044	Spell	Chant	{r}{r}	2			Fire	U		This card deals 600 damage to target resonator. If it deals more damage than DEF of the resonator, this card deals number of damage more than the DEF to the controller of that resonator.
Reckless Strength	3	3-045	3-045	Spell	Chant - Instant	{r}{1}	2			Fire	C		Target resonator gains [+400 / +0] and [Pierce] until end of turn.
Dragonflame	3	3-046	3-046	Spell	Chant - Instant	{r}	1			Fire	C		This card deals 400 damage to target resonator or player.
Flame Snake of Manipulation	3	3-047	3-047	Spell	Chant - Standby	{r}{1}	2			Fire	U		[Trigger] When opponent summons a resonator: This card deals 500 damage to the resonator just summoned. Rest that resonator.
Flaming Scheme	3	3-048	3-048	Spell	Chant - Standby	{r}{r}	2			Fire	U		[Trigger] Anytime: Your resonators gain [+200 / +0] until end of turn. Resonators put into a field this turn can attack.
Lailah, the Maiden of the Fountain	3	3-049-r,3-049-j	3-049	Ruler				0 | 600	0 | 600	Water	R		[Activate] [Rest]: Look at the top three cards of your magic stone deck, choose a water magic stone from among them and put it into your magic stone area. Put the rest on the bottom of your magic stone deck in any order.|[J-Activate] Pay {u}{u}{2} / [Enter] you may return two target resonators to their owner's hand.|[Enter] Reveal the top card of your magic stone deck and put it into your magic stone area.
Bergelmir, the Giant of Absolute Coldness	3	3-050	3-050	Resonator	Giant	{u}{u}{u}{4}	7	1100	1600	Water	SR		[Break] Put this card into your hand.|Whil this card is a summon spell, players cannot chase cards with total cost 4 or less.|[Continuous] This card cannot be targeted by spells with total cost 4 or less or abilities on a card with total cost 4 or less.|[Continuous] At the end of your recovery phase, pay {u}{u}{2} or put this card on the bottom of your main deck.|[Continuous] When this card attacks, rest two target resonators in your opponent's field, They cannot recover in their controller's next recovery phase.
Sva, the Giant of Sea Trench	3	3-051	3-051	Resonator	Giant	{u}{u}{2}	4	800	1200	Water	U		
Aegir, the Sea God of Tempest	3	3-052	3-052	Resonator	Deity	{u}{u}{3}	5	800	1200	Water	R		While this card is a summon spell, players cannot chase.|[Enter] Return target card in your opponent's field to its owner's hand. Or choose target magic stone in your opponents magic stone area and put it in his or her magic stone deck and shuffle it. Players cannot chase this [Enter].
Princess of Dragon Palace	3	3-053	3-053	Resonator	Deity	{u}{u}{2}	4	300	400	Water	U		[Activate] Pay {u}{u},[Rest]: Cancel target spell played by your opponent. Your opponent can pay {2}. If he or she does, cancel this ability.
Tethys, the Wise Goddess	3	3-054	3-054	Resonator	Deity	{u}{u}{2}	4	400	500	Water	R		[Enter] Put target resonator on the top of its owner's main deck.
Kriti, the Water Element	3	3-055	3-055	Resonator	Spirit	{u}{u}	2	300	400	Water	C		Spirit
Hydra	3	3-056	3-056	Resonator	Dragon	{u}{4}	5	900	800	Water	R		[Break] Target resonator gains [-400 / -0] until end of turn.|[Enter] Rest two target magic stones in your opponent's magic stone area. They cannot recover in his or her next recovery phase.
Tri, the Mermaid Fencer	3	3-057	3-057	Resonator	Mermaid	{u}{2}	3	600	600	Water	U		[First Strike]
Medusa, the Evil Eye of Binding	3	3-058	3-058	Resonator	Demon	{u}{2}	3	200	400	Water	C		[Break] Rest target resonator.|[Enter] Rest target resonator. It cannot recover during its controller's next recovery phase.
Orfeo	3	3-059	3-059	Resonator	Clown	{u}{2}	3	400	400	Water	C		[Enter] You may put the top card in your lifebreak area to the top of your maind deck. If you do, choose a card in your hand and put it face down on the bottom of your lifebreak area.
Euridice	3	3-060	3-060	Resonator	Clown	{u}{1}	2	300	600	Water	C		[Break] Put this card into your field.
Tortuga	3	3-061	3-061	Resonator	Sea Monster	{u}{2}	3	300	500	Water	U		[Continuous] This card can block while rested.
Tridacna	3	3-062	3-062	Resonator	Sea Monster	{u}	1	100	400	Water	C		[Break] Put this card into your field.
Commedia Erudita	3	3-063	3-063	Addition: Field		{u}{u}{2}	4			Water	U		When this card is put into a field, draw a card from your main deck.|[Continuous] Your water attribute resonators gain [+100 / +100].
Sea Monster Zone	3	3-064	3-064	Addition: Field		{u}{2}	3			Water	R		[Break] Choose one - return target addition in a field to its owner's hand; or return target card in a chant-standby area to its owner's hand.|[Continuous] Non-water attribute resonators without [Flying] gain When this card attacks, it gains [-200 / -0 / ] until end of turn."
Mermaid Weapon	3	3-065	3-065	Addition: Resonator		{u}{1}	2			Water	U		[Break] Draw a card from your main deck.|[Continuous] Resonator with this cannot be blocked by resonators in your opponents field.
Water Spirit Kris Knife	3	3-066	3-066	Addition: Resonator		{u}{1}	2			Water	C		[Continuous] When a resonator with this deals battle damage to your opponent, draw a card from your main deck.
Close Encounters	3	3-067	3-067	Spell	Chant	{u}{u}{1}	3			Water	C		[Break] Draw a card from your main deck.|You may put the top card in your lifebreak area to the top of your main deck. If you do, choose a card in your hand and put it face down on the bottom of your lifebreak area. Then draw a card from your main deck.
Mutating Potion -activate Body-	3	3-068	3-068	Spell	Chant	{u}{1}	2			Water	C		[Break] Water Break resonators in your field gain [+200 / +0] until end of turn.|Target resonator in your field gains [+300 / +0] until end of turn. It cannot be blocked by resonators in your opponent's field this turn.
Crime of Wave and Abandon	3	3-069	3-069	Spell	Chant - Instant	{u}{u}{1}	3			Water	U		Cancel target spell. Return it to its owner's hand. Then draw a card from your main deck.
Devotion for Sound and Heat	3	3-070	3-070	Spell	Chant - Instant	{u}{1}	2			Water	C		[Break] Resonators in your field cannot be dealt any damage until end of turn.|All damage dealt to your this turn is decreased by 400 damage.
Mirror of Medusa	3	3-071	3-071	Spell	Chant - Standby	{u}{u}	2			Water	C		[Trigger] Anytime: You may change the targets of a spell or ability that targets a player.
Breath of God	3	3-072	3-072	Spell	Chant - Standby	{u}{u}	2			Water	R		[Break] Return target resonator with 400 or less DEF to its owner's hand.|[Trigger] During your turn, pay {u}{u}{1}: Return all resonators and all cards in all chant-standby areas to their owner's hands.
Athenia, the Wind Master	3	3-073-r,3-073-j	3-073	Ruler				0 | 0	0 | 1200	Wind	R		[J-Activate] Pay {g}{3}.|[Activate] Pay {g} Choose target card in a graveyard and put it on the bottom of its owner's main deck. / [Continuous] Your wind attribute resonators gain [+300 / +100].|[Activate] [Rest], Rest three resonators in your field: Reveal the top two cards of your magic stone deck and put them into your magic stone area.
Richesse, the Swordsman	3	3-074-r,3-074-j	3-074	Ruler				0 | 600	0 | 600	Wind	R		[Activate] [Rest]: Look at the top three cards of your magic stone deck, choose a light magic stone from among them and put it into your magic stone area. Put the rest on the bottom of your megic stone deck in any order.|[J-Activate] Pay {g}{g}{2} / [Enter] Your resonators gain [+200 / +200] until end of turn. Then, two target resonators in your field gain [Continuous] This cannot be blocked by resonators without [Flying]" until end of turn.|[Enter] Reveal the top card of your magic stone deck and put it into your magic stone area."
Trou, the Giant of the Fairie's Stronghold	3	3-075	3-075	Resonator	Giant	{g}{g}{g}{4}	7	1000	1800	Wind	R		[Break] Put this card into your hand.|While this card is a summon spell, players cannot chase cards with total cost 4 or less.|[Continuous] This card cannot be targeted by spells with total cost 4 or less or abilities on a card with total cost 4 or less.|[Continuous] At the end of your recovery phase, pay{g}{g}{2} or put this card on the bottom of your main deck.|[Continuous] Other resonators gain [+100 / +100] for each resonator in your field
Troll, the Raging Giant	3	3-076	3-076	Resonator	Giant	{g}{g}{2}	4	1000	1000	Wind	U		
Frey, the Noble God of Sunshine	3	3-077	3-077	Resonator	Deity	{g}{g}{3}	5	600	1000	Wind	SR		While this card is a summon spell, players cannot chase.|[Continuous] When this card attacks, other resonators in your field gain [+200 / +0] until end of turn.|[Enter] Search for a magic stone from your magic stone deck and put it in your magic stone area rested. Then you shuffle your magic stone deck. Players cannot chase to this [Enter].
Unicorn	3	3-078	3-078	Resonator	Divine Beast	{g}{3}	4	400	500	Wind	U		[Pierce]|[Continuous] This card gains [+100 / +0] for each wind attribute resonator in your field.
Siren of Stream	3	3-079	3-079	Resonator	Divine Beast	{g}{3}	4	200	600	Wind	U		[Break] Target resonator's ATK becomes 0 until end of turn.|[Flying]|[Continuous] When this card blocks, resonators in your opponent's field gain [-200 / -0] until end of turn.|[Continuous] When this card returns to hand from a field, draw a card from your main deck.
Maiden of Yggdrasil	3	3-080	3-080	Resonator	Oracle	{g}{g}{g}	3	400	400	Wind	R		[Continuous] Your other wind attribute resonators gain [+100 / +100].|[Continuous] This card cannot be attacked by your oponent's resonators.
Fairy Dragon of Beryl	3	3-081	3-081	Resonator	Dragon	{g}{4}	5	300	900	Wind	R		[Break] Target resonator gains [+200 / +200] until end of turn.|[Flying]|[Enter] Search for an [Addition: Field] from your main deck, reveal it and put it into your hand. Then shuffle your main deck.|[Activate] Banish target [Addition: Field] in a field: ATK and DEF of target resonator increases by [total cost of the banished card x 100] until end of turn. This ability can only be activated once each turn.
Caith Sith Roun, the Weaver of Miracles	3	3-082	3-082	Resonator	Lycanthrope	{g}{g}{1}	3	300	400	Wind	C		[Break] Put this card into your hand.|[Continuous] Other resonators in your field cannot be returned to their owner's hand by opponent's spells and abilities.
Caith Sith Roo, the Caller of Miracles	3	3-083	3-083	Resonator	Lycanthrope	{g}{2}	3	200	200	Wind	C		[Break] Reveal the top card of your magic stone deck and put it into your magic stone area rested.|[Enter] Reveal the top card of your magic stone deck and put it into your magic stone area rested.
Cu Sith Rey, the Carrier of Miracles	3	3-084	3-084	Resonator	Lycanthrope	{g}{1}	2	200	200	Wind	C		[Break] Put this card into your field.|[Continuous] When this card is destroyed, search for a resonator with total cost 3 or less other than Cu Sith Rey, the Carrier or Miracles" from your main deck, reveal it and put it into your hand. Then shuffle your main deck."
Wise Elder of Elfheim	3	3-085	3-085	Resonator	Treeman	{g}{2}	3	300	400	Wind	U		[Break] Target resonator gains [Pierce] until end of turn.|[Continuous] Your [race: Elf] resonators gain [+100 / +100].|[Activate] [Rest]: Produce {g}.
Evergreen Sentinel	3	3-086	3-086	Resonator	Treeman	{g}	1	0	500	Wind	C		[Break] Put this card into your field.
Waldkobold Joyy	3	3-087	3-087	Resonator	Lycanthrope	{g}{1}	2	400	500	Wind	C		[Break] Put this card into your field
Sephirothic Tree	3	3-088	3-088	Addition: Field		{g}{3}	4			Wind	R		[Break] Produce {g}{g}|When this card is put into a field, draw a card from your main deck.|[Continuous] When you rest a magic stone to Produce will for the first time in a turn, you may Produce an additional {g}.
Caith Sith Township	3	3-089	3-089	Addition: Field		{g}{2}	3			Wind	C		[Continuous] All resonators in your field gain [+200 / +200] if you have a [Race: Lycanthrope] card in your field.
Mithril Sword	3	3-090	3-090	Addition: Resonator		{g}{2}	3			Wind	C		[Break] Put this card into your hand.|[Continuous] If you have two or more cards with Mithril" in their name, resonator with this gains [Pierce].|[Continuous] Resonator with this gains [+200 / +0] for each other card with "Mithril" in its name in any field."
Live Oak Helm	3	3-091	3-091	Addition: Resonator		{g}{1}	2			Wind	C		[Break] Put this card into your hand.|[Continuous] Resonator with this gains [+0 / +400].|[Continuous] [Race: Elf] resonator with this gains [+200 / +200].
Mead of Poetry	3	3-092	3-092	Spell	Chant	{g}{1}	2			Wind	C		[Break] You gain 500 life.|You gain 100 life for each resonator in all fields.
Mumble of Spring Wind	3	3-093	3-093	Spell	Chant	{g}	1			Wind	C		[Break] You gain 500 life.|Until end of turn, whenever target player rests a magic stone, you gain 200 life.
Spell Transcription	3	3-094	3-094	Spell	Chant - Instant	{g}{g}	2			Wind	U		[Break] Choose a [Spell: Chant] in your graveyard and put it into your hand.|This card gains type, attribute, cost and ability of target chased spell. Resolve the same abilities as that spell. If it needs to target, choose news targets when you chase with this spell.
Ring of Nibelungen	3	3-095	3-095	Spell	Chant - Instant	{g}{1}	2			Wind	R		[Break] Put this card into your hand.|Target resonator in your field gains [+500 / +500] until end of turn.
Mead of Knowledge	3	3-096	3-096	Spell	Chant - Standby	{g}{g}	2			Wind	U		[Trigger] Anytime: The free cost of the next spell you play is reduced by {3}
Morning Mist	3	3-097	3-097	Spell	Chant - Standby	{g}{1}	2			Wind	C		[Break] All battle damage becomes 0 until end of turn.|[Trigger] Anytime: All battle damage becomes 0 until end of turn.
Laurier, the Twilight Witch	3	3-098-r,3-098-j	3-098	Ruler				0 | 600	0 | 600	Darkness	R		[Activate] [Rest]: Look at the top three cards of your magic stone deck, choose a dark magic stone from among them and put it into your magic stone area. Put the rest on the bottom of your magic stone deck in any order.|[J-Activate] Pay {d}{d}{2} / [Enter] This card deals 600 damage to target resonator in your opponent's field. Then you gain 600 life.|[Enter] Reveal the top card of your magic stone deck and put it into your magic stone area.
Utgarda Loki, the Skeletal Giant	3	3-099	3-099	Resonator	Giant	{d}{d}{d}{4}	7	1200	1800	Darkness	R		[Break] Put this card into your hand.|While this card is a sumon spell, players cannot chase cards with total cost 4 or less.|[Continuous] This card cannot be targeted by spells with total cost 4 or less or abilities on a card with total cost 4 or less.|[Continuous] At the end of your recovery phase, pay {d}{d}{2} or put this card on the bottom of your main deck.|[Continuous] As long as this card is in your field, each resonator in your opponent's field attacks if able.
Cyclops, the Mono-eyed Giant	3	3-100	3-100	Resonator	Giant	{d}{d}{2}	4	1500	500	Darkness	U		
Hermod, Nether God of Dark Heaven	3	3-101	3-101	Resonator	Deity	{d}{3}	4	700	600	Darkness	R		[Break] Choose a [Race: Deity] light attribute resonator with total cost 4 or less in your graveyard and put it into your hand.|[Enter] Destroy target light attribute resonator in your opponent's field. Players cannot chase this [Enter].
Freya, the Goddess of Full Moon	3	3-102	3-102	Resonator	Deity	{d}{d}{1}	3	300	400	Darkness	U		[Continuous] This card cannot be attacked by your opponent's resonators.|[Continuous] If a player would gain life, the source of the effect deals that amount of damage instead.
Demon Crusader	3	3-103	3-103	Resonator	Demon	{d}{d}{2}	4	600	600	Darkness	C		[Break] Discard a card in your hand.|[Enter] Target player chooses a card in his or her hand at random and discards it.
Shemhaza, the Fallen Angel of Alchemy	3	3-104	3-104	Resonator	Fallen Angel	{d}{d}{3}	5	1100	700	Darkness	SR		[Flying]|[Continuous] The free cost for [Spell: Chant] and [Spell: Chant-Instant] cards your play are reduced by {1}.
Sahriel, the Fallen Angel of Binding	3	3-105	3-105	Resonator	Fallen Angel	{d}{2}	3	300	200	Darkness	C		[Continuous] When this card attacks your opponents cannot restt magic stones until end of turn.
Armaros, the Fallen Angel of Negating	3	3-106	3-106	Resonator	Fallen Angel	{d}{2}	3	300	300	Darkness	U		[Flying]|[Continuous] When this card is targeted by a spell, cancel that spell.
Fafnir	3	3-107	3-107	Resonator	Dragon	{d}{4}	5	900	600	Darkness	R		[Break] Target resonator gains [-200 / -200] until end of turn.|[Flying]|[Continuous] Whenever this card is dealt battle damage, this card deals damage to target resonator equal to that damage.|[Continuous] Whenever this card is dealt damage by a spell, this card deals an equal amount of damage to the player who played that spell.
Empusa, the Temptation	3	3-108	3-108	Resonator	Demon	{d}{d}	2	200	400	Darkness	C		[Continuous] As long as this card is rested, resonators in your opponent's field attack it if able.
Death, the Pope of Nether	3	3-109	3-109	Resonator	Skeleton	{d}{2}	3	400	400	Darkness	U		[Break] Destroy two target resonators.|[Continuous] When this card is blocked your opponent discards a card from his or her hand.|[Activate] Discard a [Race: Skeleton] resonator in your hand: This card gains [+200 / +200] until end of turn.
Twin Blade Skeleton	3	3-110	3-110	Resonator	Skeleton	{d}	1	500	100	Darkness	C		[Break] Put this card into your field.|[Continuous] This card attacks if able.
Garm, the Ashen Black	3	3-111	3-111	Resonator	Beast	{d}{1}	2	400	200	Darkness	C		[First Strike]
Nether Fleshpot	3	3-112	3-112	Addition: Field		{d}{3}	4			Darkness	U		[Continuous] Whenever a resonator or J-ruler in your opponent's field attacks your resonator, he or she discards a card from his or her hand.
Crypt of Strustu	3	3-113	3-113	Addition: Field		{d}{2}	3			Darkness	C		[Continuous] Whenever a resonator is put into a graveyard from your field, this card deals 100 damage to your opponent.
Potion of Compensation	3	3-114	3-114	Addition: Resonator		{d}{1}	2			Darkness	C		When you add this card, banish it unless you pay 400 life.|[Continuous] Resonator with this gains [+600 / -400].
Draupnir, Brace of Twin Magic	3	3-115	3-115	Addition: Resonator		{d}{1}	2			Darkness	R		[Break] Put this card into your hand.|[Continuous] Resonator with this gains [+100 / +100].|[Continuous] [Race: Deity] light or dark attribute resonator with this gains [+300 / +300].|[Continuous] When this card is put into a graveyard from your field, draw a card from your main deck.
Cursed Doll of Mourning Witch	3	3-116	3-116	Spell	Chant	{d}{d}{1}	3			Darkness	U		[Break] Discard a card in your hand.|Pay 800 life. Target player chooses two cards in his or her hand at random and discards them.
Sorcery of Seiz	3	3-117	3-117	Spell	Chant	{d}{2}	3			Darkness	C		Target resonator gains [+600 / +200] until end of turn.
Muddle the Ego	3	3-118	3-118	Spell	Chant - Instant	{d}{1}	2			Darkness	C		[Break] Put this card into your hand.|Target resonator gains [-0 / -500] until end of turn.
Tunnel Vision	3	3-119	3-119	Spell	Chant - Instant	{d}{1}	2			Darkness	C		Resonators in your opponent's field cannot attack resonators in your field until end of turn.
Parting Gift to the Dead	3	3-120	3-120	Spell	Chant - Standby	{d}{1}	2			Darkness	R		[Break] Destroy target resonator in your field. Then destroy target resonator in your opponent\'s field.|[Trigger] During the end phaseof a turn in which a resonator you control has been destroyed. Pay {d}: Your opponent chooses a resonator in his or her field. That player may pay [Total cost of that resonator x200] life. If he or she doesn\'t, destroy that resonator.
Disappear Magic	3	3-121	3-121	Spell	Chant - Standby	{d}{1}	2			Darkness	C		[Break] Target resonator gains [-400 / -400] until end of turn.|[Trigger] Anytime: Until end of turn, if spells or abilities would Produce will, it Produces no will instead. All will already Produced ceases to exist.
Monument of Wisdom	3	3-122-r,3-122-j	3-122	Ruler				0 | 500	0 | 1000	Void	R		[J-Activate] Pay {5}, discard two [Race: Giant] cards in your hand.|[Continuous] All attribute costs of [Race: Giant] resonators in your hand are treated as free cost.|[Activate] Discard a [Race: Giant] resonator in your hand: Draw two cards from your main deck. This ability can be activated only once, and only during your turn. / [Continuous] Your [Race: Giant] resonators lose [Continuous].|[Enter] Put any number of [Resonator: Giant] cards from your hand into your field.
Thiessen Gimmick	3	3-123	3-123	Resonator	Gimmick	{3}	3	400	300	Void	C		[Break] Put this card into your field.|[Target Attack]
Encode Gimmick	3	3-124	3-124	Resonator	Gimmick	{2}	2	300	300	Void	U		[Enter] Look at the top card of your main deck. You may put that card on the bottom of your main deck.
Tribe Gimmick	3	3-125	3-125	Resonator	Gimmick	{1}	1	100	200	Void	C		[Enter] Choose a race.|[Continuous] As long as this card is in a field, its race is the one chosen upon [Enter].
Monument of Rune	3	3-126	3-126	Addition: Field		{3}	3			Void	U		[Activate] Pay {1}: Produce one will of any attribute. This ability can be activated only once each turn.
Bind of Silence	3	3-127	3-127	Addition: Field		{1}	1			Void	C		[Break] Put this card into your hand.|[Continuous] Each player cannot pay life.
Time of Ragnarok	3	3-128	3-128	Spell	Chant	{7}	7			Void	R		Play this if there are no J-Rulers in any fields. Destroy all resonators. Recover all rulers and both player do judgement without paying the judgement cost. If a Ruler cannot do judgement, destroy it.
Gungnir, the Holy Spear	3	3-129	3-129	Spell	Chant - Instant	{5}	5			Void	R		Destroy target resonator with a total cost 6 or less in a field. You may pay {3}. If you do, put this card into your hand.
Hoenir, the Bishop God	3	3-130-r,3-130-j	3-130	Ruler				0 | 1500	0 | 1000	Void	R		[J-Activate] Pay {w}{w}{d}{d}[2}.|[Continuous] Whenever a light magic stone is put into your magic stone area, target resonator gains [+200 / +200] until end of turn.|[Continuous] Whenever a dark magic stone is put into your magic stone area, target resonator gains [-200 / -200] until end of turn. / [Activate] Remove a resonator in your field: If it is a light attribute, this card gains [Target Attack] until end of turn. If it is a dark attribute, this card gains [Pierce] until end of turn.|[Activate] Discard all cards in your hand: Recover this card. This ability can be used only once each turn.|[Continuous] When this card is put into your field, if it has done judgement other than playing [J-Activate] ability, this card gains [Pierce] and [Target Attack] until end of turn and can attack this turn.
Light Magic Stone	3	3-131	3-131	Magic Stone							C		[Activate] [Rest]: Produce {w}.
Fire Magic Stone	3	3-132	3-132	Magic Stone							C		[Activate] [Rest]: Produce {r}.
Water Magic Stone	3	3-133	3-133	Magic Stone							C		[Activate] [Rest]: Produce {u}.
Wind Magic Stone	3	3-134	3-134	Magic Stone							C		[Activate] [Rest]: Produce {g}.
Darkness Magic Stone	3	3-135	3-135	Magic Stone							C		[Activate] [Rest]: Produce {d}.
Delphinius, the Knight of the Sun	S	S-001-r,S-001-j	S-001	Ruler				0 | 1000	0 | 1000	Light	S		[J-Activate] {w}{w}{2}|[Continuous] Resonator targeted by an addition gains [+200 / +0].|[Activate] [Rest]: Target Resonator gains [+400 / +400] until end of turn. / [Target Attack]|[Enter] Destroy all [Race: Dragon] and [Race: Demon] cards in all fields.|[Continuous] Your opponent reveals all his card in his or her chant-standby area.
Michael, the Archangel	S	S-002	S-002	Resonator	Angel	{w}{w}{4}	6	1000	1000	Light	S		[Flying]|[Enter] Each player may put top cards up to two of his or her main deck to his or her lifebreak area.|[Activate] Banish a card in your lifebreak area: Activate only at the beginning of your opponent's battle phase. Recover target resonator. It gains [+0 / +500] until end of turn.
Rukh,the Pure White Divine Hawk	S	S-003	S-003	Resonator	Raptor	{w}{w}{2}	4	600	600	Light	S		[Flying]|[Activate] Banish this card: All damage becomes 0 until end of turn.
Ushuah, the Flame Samurai Swordman	S	S-004-r,S-004-j	S-004	Ruler				0 | 1200	0 | 800	Fire	S		[J-Activate] Pay {r}{r}{2} and discard a card from your hand.|[Continuous] Your resonators with total cost two or less can attack in the turn it's summoned.|[Activate] Discard a card from your hand: Target resonator gains [Explode] until end of turn. This ability can only be used in battle phase. / [Enter] This card deals 1000 damage to target two resonators.|[Enter] Destroy all cards in all chant-standby areas.|[Activate] Discard a card from your hand: Target resonator gains [Explode] until end of turn. This ability can only be used in battle phase.
Azazel, the Blazing Charger	S	S-005	S-005	Resonator	Demon	{r}{r}{2}	4	1000	200	Fire	S		[Break] Summon this card.|[Pierce]|[Enter] This card can attack in the turn it's summoned.
Regulus, the King of Volcano	S	S-006	S-006	Resonator	Lion	{r}{3}	4	800	800	Fire	S		[Enter] If there's another [Race: Beast] or [Race: Lion] in any field, this card gains [+200 / +200] until end of turn and can attack in the turn it's summoned.
Royal Palace Guardian Mage, Freya	S	S-007-r,S-007-j	S-007	Ruler				0 | 1000	0 | 1000	Water	S		[J-Activate] Pay {u}{u}{2}|[Activate] {2}: You may activate this in a draw phase. Discard the card you just drew and draw a card.|[Activate] [Rest]: Target resonator cannot be targeted by spells or abilities until end of turn. / [Enter] Return two target resonators to their owners' hands.|[Activate] [Rest]: Target resonator cannot be targeted by spells or abilities until end of turn.|[Activate] Discard two cards from your hand: Put Leviathan, the Tyrant of Ocean" into your field from your hand. This triggers [Enter] ability of that card."
Leviathan, the Tyrant of Ocean	S	S-008	S-008	Resonator	Dragon	{u}{u}{4}	6	1200	1000	Water	S		[Enter] Banish all cards in your lifebreak area. Return resonators up to the number equal to the cards banished to their owner's hand.|[Continuous] Whenever this card destroys an opponent's resonator in a battle, you may put top card of your main deck to your lifebreak area.
Hight Tide Dancer	S	S-009	S-009	Resonator	Mermaid	{u}{2}	3	200	400	Water	S		[Enter] Return target resonator to its owner's hand.
Deep Green Magician, Liz	S	S-010-r,S-010-j	S-010	Ruler				0 | 800	0 | 800	Wind	S		[J-Activate] Pay {g}{g} while you have three resonators in your field.|[Continuous] Each player reveals the top card of his or her main deck.|[Activate] [Rest], discard a card from your hand: Draw a card from your main deck. / [Enter] You may search up to three cards in your main deck. Then shuffle your main deck and put the cards you searched on top of your main deck in any order.|[Activate] Pay {g}{g}{1}: Reveal top of your main deck. You may summon it if it's a [Race: Elf] card.
